round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
729,21,3.42%,3.1268,"[0.03627564758062363, 0.054693181067705154, 0.043679527938365936, 0.050079621374607086, 0.0218584593385458, 0.037969209253787994, 0.033843982964754105, 0.04231034591794014, 0.047423671931028366, 0.047586437314748764, 0.057191379368305206, 0.0382373072206974, 0.019984504207968712, 0.013809711672365665, 0.028577977791428566, 0.03766201063990593, 0.029806282371282578, 0.032549478113651276, 0.04081917926669121, 0.0293666273355484, 0.025570876896381378, 0.04344189912080765, 0.014751052483916283, 0.01511797308921814, 0.03653477504849434, 0.026354394853115082, 0.049154773354530334, 0.04534966126084328]","[0.006426896899938583, 0.9935730695724487]"
730,9,3.42%,3.0502,"[0.036461204290390015, 0.054715611040592194, 0.04313004016876221, 0.05084199085831642, 0.021492915228009224, 0.0387437604367733, 0.03394218161702156, 0.04260333254933357, 0.047246303409338, 0.047481317073106766, 0.05798492580652237, 0.03832400590181351, 0.020059585571289062, 0.013610857538878918, 0.028055019676685333, 0.03735421970486641, 0.02994503825902939, 0.03229214623570442, 0.04001568630337715, 0.02880513109266758, 0.025356313213706017, 0.044574812054634094, 0.01515844278037548, 0.014790937304496765, 0.03635047376155853, 0.02667524851858616, 0.04873291403055191, 0.045255567878484726]","[0.0056807659566402435, 0.9943192005157471]"
731,11,3.42%,3.2772,"[0.03627912700176239, 0.05449758097529411, 0.04310186579823494, 0.05154429003596306, 0.02126924879848957, 0.03919006884098053, 0.03393939509987831, 0.04261091724038124, 0.046895384788513184, 0.04796363785862923, 0.058268237859010696, 0.03810573369264603, 0.0201405081897974, 0.013485662639141083, 0.027821261435747147, 0.037124741822481155, 0.030153479427099228, 0.03217455744743347, 0.03961148113012314, 0.02849176898598671, 0.02514064498245716, 0.04547405615448952, 0.015327959321439266, 0.014582954347133636, 0.03639179468154907, 0.026931442320346832, 0.04860445857048035, 0.04487772285938263]","[0.002769836923107505, 0.9972301721572876]"
732,16,3.41%,3.5055,"[0.03579284995794296, 0.05375038459897041, 0.04404979199171066, 0.05241323262453079, 0.02121407352387905, 0.03884417563676834, 0.034008417278528214, 0.04238131642341614, 0.046571940183639526, 0.048097264021635056, 0.058052707463502884, 0.03817812725901604, 0.020065870136022568, 0.013452434912323952, 0.027910510078072548, 0.03690337389707565, 0.03010142780840397, 0.032169047743082047, 0.03990123048424721, 0.028706640005111694, 0.02524459734559059, 0.04588264226913452, 0.01511832233518362, 0.014686357229948044, 0.03646602854132652, 0.02711358480155468, 0.04864099994301796, 0.04428264871239662]","[0.00163162499666214, 0.9983683824539185]"
733,5,3.41%,3.2847,"[0.035366423428058624, 0.05296032130718231, 0.044890426099300385, 0.05304105952382088, 0.021228987723588943, 0.03855272755026817, 0.03410543501377106, 0.04214584082365036, 0.046262506395578384, 0.04836757481098175, 0.057742584496736526, 0.03810923174023628, 0.02004152536392212, 0.013462217524647713, 0.028034096583724022, 0.03667474165558815, 0.03057760000228882, 0.0322054885327816, 0.04004819691181183, 0.028801636770367622, 0.025128547102212906, 0.046320170164108276, 0.014969929121434689, 0.014676055870950222, 0.03664804995059967, 0.027258411049842834, 0.04866882041096687, 0.04371131956577301]","[0.002229441422969103, 0.9977706074714661]"
734,0,3.40%,3.3468,"[0.03485652431845665, 0.052448444068431854, 0.045469898730516434, 0.05353290215134621, 0.02121923491358757, 0.03897493705153465, 0.034285590052604675, 0.04196958616375923, 0.045786891132593155, 0.04874352365732193, 0.05723772943019867, 0.03808478266000748, 0.020074160769581795, 0.013413410633802414, 0.028009245172142982, 0.03642599284648895, 0.031010717153549194, 0.032332487404346466, 0.03991799056529999, 0.02888738363981247, 0.024840569123625755, 0.046710412949323654, 0.014863046817481518, 0.014619756489992142, 0.03689881041646004, 0.027461830526590347, 0.04870997741818428, 0.04321420192718506]","[0.0022593270987272263, 0.997740626335144]"
735,2,3.40%,3.0907,"[0.03506673872470856, 0.052147381007671356, 0.04563472047448158, 0.05386694520711899, 0.021098697558045387, 0.039496492594480515, 0.034378908574581146, 0.041924405843019485, 0.04559256136417389, 0.048962485045194626, 0.05707862973213196, 0.03815574198961258, 0.020075373351573944, 0.013344734907150269, 0.02794414944946766, 0.03625870868563652, 0.03138349950313568, 0.032267797738313675, 0.039694417268037796, 0.028773797675967216, 0.024574577808380127, 0.047098949551582336, 0.01492100115865469, 0.01446437742561102, 0.03688585013151169, 0.027578946202993393, 0.04839562252163887, 0.042934346944093704]","[0.0029620248824357986, 0.9970380067825317]"
736,14,3.39%,3.5728,"[0.03551395982503891, 0.05227724090218544, 0.04565112292766571, 0.054168619215488434, 0.020778827369213104, 0.04066208750009537, 0.03454117849469185, 0.0421154648065567, 0.04529932141304016, 0.04917187988758087, 0.05704650282859802, 0.038350850343704224, 0.020046621561050415, 0.013116550631821156, 0.027569245547056198, 0.03602046146988869, 0.031718187034130096, 0.03214847669005394, 0.0390920527279377, 0.028388353064656258, 0.02408020570874214, 0.04761344939470291, 0.015191551297903061, 0.014158124104142189, 0.03685789182782173, 0.027836885303258896, 0.04781726747751236, 0.04276763275265694]","[0.0019522636430338025, 0.9980477690696716]"
737,14,3.39%,3.5773,"[0.03551138937473297, 0.05155078321695328, 0.04719000309705734, 0.0547141470015049, 0.020785821601748466, 0.0402957983314991, 0.03456296771764755, 0.04192613065242767, 0.04505954682826996, 0.049181580543518066, 0.05633575841784477, 0.0380842350423336, 0.019900517538189888, 0.013197856023907661, 0.0281805582344532, 0.03598016873002052, 0.03188398852944374, 0.03222224861383438, 0.03966560959815979, 0.028563033789396286, 0.02417854219675064, 0.04739305004477501, 0.014870555140078068, 0.01425909623503685, 0.03684704378247261, 0.02786392718553543, 0.047580476850271225, 0.042215198278427124]","[0.0013205154100432992, 0.998679518699646]"
738,13,3.38%,4.3336,"[0.03568027541041374, 0.05073598027229309, 0.04859321191906929, 0.055156998336315155, 0.020670708268880844, 0.039986830204725266, 0.03455350920557976, 0.04180154204368591, 0.04482434689998627, 0.04922570660710335, 0.05576057359576225, 0.03774572163820267, 0.019791467115283012, 0.013291130773723125, 0.02915356121957302, 0.035938046872615814, 0.03201955184340477, 0.03226807340979576, 0.0402645468711853, 0.02866189181804657, 0.024332653731107712, 0.04725103825330734, 0.01460140012204647, 0.014336024411022663, 0.03678327798843384, 0.027749057859182358, 0.047163404524326324, 0.04165942594408989]","[0.0012653644662350416, 0.9987346529960632]"
739,0,3.38%,3.2945,"[0.03661873936653137, 0.05049363523721695, 0.048116233199834824, 0.05521424859762192, 0.020127588883042336, 0.04115039110183716, 0.03466275334358215, 0.04217851907014847, 0.0447443425655365, 0.04948066174983978, 0.05612502619624138, 0.03771121799945831, 0.01984756998717785, 0.013299616053700447, 0.02960570901632309, 0.03570107743144035, 0.03240828961133957, 0.032064445316791534, 0.0396558940410614, 0.02800998091697693, 0.02400944195687771, 0.04793357849121094, 0.015002701431512833, 0.01394786685705185, 0.036616019904613495, 0.027614302933216095, 0.0461142361164093, 0.04154592007398605]","[0.0013204851420596242, 0.998679518699646]"
740,0,3.37%,3.2819,"[0.03720580041408539, 0.049504466354846954, 0.04946029931306839, 0.05556889623403549, 0.020209720358252525, 0.040147390216588974, 0.034503497183322906, 0.04198417440056801, 0.0450119748711586, 0.04925940930843353, 0.05574006214737892, 0.037281084805727005, 0.019695110619068146, 0.013724935241043568, 0.03073151595890522, 0.035846807062625885, 0.03257284313440323, 0.03197696805000305, 0.04041377082467079, 0.02805210091173649, 0.024422423914074898, 0.04746551066637039, 0.014698594808578491, 0.014045893214643002, 0.0363084152340889, 0.027314290404319763, 0.04563568904995918, 0.04121847450733185]","[0.001380164292640984, 0.9986198544502258]"
741,9,3.37%,3.0139,"[0.038853876292705536, 0.049146540462970734, 0.04947054758667946, 0.055636655539274216, 0.019876478239893913, 0.04028937593102455, 0.034365035593509674, 0.042199525982141495, 0.04538987576961517, 0.049071986228227615, 0.05604105070233345, 0.037160396575927734, 0.01958853006362915, 0.013885668478906155, 0.03142440319061279, 0.0358937531709671, 0.03274931758642197, 0.03161599487066269, 0.040448859333992004, 0.027571165934205055, 0.024494152516126633, 0.047538481652736664, 0.01490083523094654, 0.013820106163620949, 0.035778943449258804, 0.027050744742155075, 0.04455673322081566, 0.041181083768606186]","[0.0012329324381425977, 0.998767077922821]"
742,10,3.50%,2.8769,"[0.04042709618806839, 0.04895424470305443, 0.0490913912653923, 0.055532898753881454, 0.019450228661298752, 0.040914762765169144, 0.03419430926442146, 0.042359210550785065, 0.04555880278348923, 0.04956692084670067, 0.0563417449593544, 0.036977481096982956, 0.01957171969115734, 0.013929510489106178, 0.031974777579307556, 0.03588727489113808, 0.03303105756640434, 0.03127108886837959, 0.04021754488348961, 0.027019012719392776, 0.024291718378663063, 0.047849301248788834, 0.015211658552289009, 0.013492797501385212, 0.03543805703520775, 0.0267974603921175, 0.04356341436505318, 0.04108450934290886]","[0.0011550133349373937, 0.9988450407981873]"
743,9,3.49%,3.0002,"[0.041240181773900986, 0.048042040318250656, 0.04974690452218056, 0.055654238909482956, 0.019479570910334587, 0.03987060859799385, 0.033811766654253006, 0.042026668787002563, 0.04595156013965607, 0.0497669018805027, 0.05674682557582855, 0.03653886541724205, 0.01948659121990204, 0.014330715872347355, 0.03296234831213951, 0.03607804700732231, 0.03314726799726486, 0.031021013855934143, 0.04076248034834862, 0.02692469209432602, 0.02468758448958397, 0.04756566137075424, 0.015052959322929382, 0.013510380871593952, 0.03514745458960533, 0.026339324191212654, 0.04318781569600105, 0.04091949388384819]","[0.0010328252101317048, 0.998967170715332]"
744,15,3.49%,3.3217,"[0.04204514995217323, 0.047415174543857574, 0.04986869916319847, 0.05559157952666283, 0.019354280084371567, 0.03953542187809944, 0.03341919183731079, 0.04171499237418175, 0.0461239218711853, 0.050663549453020096, 0.05715632438659668, 0.036074213683605194, 0.019497474655508995, 0.014574903063476086, 0.03376023471355438, 0.03620212525129318, 0.03338804468512535, 0.030763275921344757, 0.0409424714744091, 0.026681631803512573, 0.024739978834986687, 0.047598257660865784, 0.015062843449413776, 0.013378140516579151, 0.03501691669225693, 0.02592870593070984, 0.04279506206512451, 0.040707480162382126]","[0.0010000000474974513, 0.9990558624267578]"
745,6,3.49%,3.4128,"[0.04350009560585022, 0.04731366038322449, 0.04899468645453453, 0.055395081639289856, 0.018883652985095978, 0.04019546881318092, 0.032999198883771896, 0.04164579138159752, 0.04621525853872299, 0.0516311377286911, 0.05793127417564392, 0.035832758992910385, 0.019579868763685226, 0.014547349885106087, 0.03416143357753754, 0.03661512956023216, 0.03362538665533066, 0.030275877565145493, 0.04056425392627716, 0.026087649166584015, 0.02452795021235943, 0.04804156720638275, 0.015460141003131866, 0.013002070598304272, 0.0346900038421154, 0.025594346225261688, 0.04200993850827217, 0.04067900776863098]","[0.0010000000474974513, 0.9993278980255127]"
746,16,3.48%,3.3864,"[0.04434152692556381, 0.046804942190647125, 0.04893951863050461, 0.05530377849936485, 0.018654095008969307, 0.04031205549836159, 0.03304379805922508, 0.04145822301506996, 0.046094268560409546, 0.052330370992422104, 0.058158989995718, 0.035566940903663635, 0.019626159220933914, 0.01465474534779787, 0.03473586216568947, 0.03688574954867363, 0.0338241346180439, 0.030087444931268692, 0.04052182659506798, 0.025885771960020065, 0.02444211207330227, 0.04816048592329025, 0.015572032891213894, 0.012818953022360802, 0.03451617434620857, 0.025282884016633034, 0.041490327566862106, 0.040486838668584824]","[0.0010000000474974513, 0.9991775751113892]"
747,6,3.48%,3.4081,"[0.04427002742886543, 0.04587652161717415, 0.0498504713177681, 0.05517492815852165, 0.019017241895198822, 0.03914406895637512, 0.03295512497425079, 0.04089108109474182, 0.046115048229694366, 0.05297308415174484, 0.05769149214029312, 0.03490234538912773, 0.019657859578728676, 0.01515289768576622, 0.03566955402493477, 0.03736351430416107, 0.034599341452121735, 0.030124099925160408, 0.04101228713989258, 0.025995606556534767, 0.024578344076871872, 0.047634221613407135, 0.015226953662931919, 0.012836882844567299, 0.03453681990504265, 0.02495552785694599, 0.041596636176109314, 0.04019797965884209]","[0.0010000000474974513, 0.9992596507072449]"
748,17,3.47%,3.5047,"[0.04549760743975639, 0.04560648277401924, 0.04891412705183029, 0.054779618978500366, 0.018452702090144157, 0.04055172577500343, 0.033608242869377136, 0.04110023006796837, 0.04560009390115738, 0.05375131964683533, 0.05806685984134674, 0.03491216152906418, 0.019813792780041695, 0.014946411363780499, 0.035767652094364166, 0.03713173046708107, 0.035344596952199936, 0.030025223270058632, 0.040143970400094986, 0.025499360635876656, 0.023847781121730804, 0.04847351089119911, 0.015791211277246475, 0.012377430684864521, 0.034519631415605545, 0.024777982383966446, 0.040687400847673416, 0.0400112122297287]","[0.0010000000474974513, 0.9990749955177307]"
749,8,3.47%,3.1032,"[0.04536872357130051, 0.04486214742064476, 0.049448587000370026, 0.05448276549577713, 0.018606800585985184, 0.04033278301358223, 0.034192148596048355, 0.04090569168329239, 0.04500703513622284, 0.0542684905230999, 0.057499371469020844, 0.03451366350054741, 0.01993096061050892, 0.0152022959664464, 0.036332085728645325, 0.03711371123790741, 0.036104779690504074, 0.030544748529791832, 0.04010532796382904, 0.025585249066352844, 0.023600345477461815, 0.048334427177906036, 0.015662407502532005, 0.01231431681662798, 0.03474554419517517, 0.02458808571100235, 0.0406402125954628, 0.03970736265182495]","[0.0010367244249209762, 0.9989632964134216]"
750,17,3.46%,3.4830,"[0.046706411987543106, 0.044727616012096405, 0.048314884305000305, 0.053975824266672134, 0.018042517825961113, 0.04186498746275902, 0.03481288626790047, 0.04124320298433304, 0.04501553624868393, 0.05482387915253639, 0.05791883170604706, 0.03460923582315445, 0.02001209929585457, 0.014965081587433815, 0.03627024218440056, 0.03670565038919449, 0.03679967671632767, 0.03055020049214363, 0.03913171961903572, 0.025015147402882576, 0.022851167246699333, 0.049123816192150116, 0.016273917630314827, 0.011865608394145966, 0.034713055938482285, 0.0244534220546484, 0.039618443697690964, 0.03959490731358528]","[0.0010000000474974513, 0.9990060925483704]"
751,10,3.59%,2.8659,"[0.04635702073574066, 0.04407263919711113, 0.048878900706768036, 0.05362687259912491, 0.018377110362052917, 0.04130138084292412, 0.03530270978808403, 0.0410786010324955, 0.04498056694865227, 0.05507998913526535, 0.05728408321738243, 0.034221820533275604, 0.020056281238794327, 0.015324637293815613, 0.03675296530127525, 0.03665383905172348, 0.037511423230171204, 0.03122691437602043, 0.039130955934524536, 0.025129497051239014, 0.02272001840174198, 0.04870146885514259, 0.016022445634007454, 0.011878694407641888, 0.03494364023208618, 0.02430763468146324, 0.03967500105500221, 0.0394027940928936]","[0.0010000000474974513, 0.9990901350975037]"
752,0,3.59%,3.0790,"[0.045786257833242416, 0.04321378469467163, 0.0494544543325901, 0.053367916494607925, 0.018857715651392937, 0.040052205324172974, 0.03558063507080078, 0.04076742008328438, 0.04518036171793938, 0.05511758103966713, 0.057297155261039734, 0.03382490947842598, 0.02007933333516121, 0.0158532727509737, 0.03728332370519638, 0.03669518232345581, 0.03805280104279518, 0.03179429844021797, 0.039261382073163986, 0.02528994344174862, 0.02289624698460102, 0.048178959637880325, 0.01569077931344509, 0.011981762014329433, 0.03512239456176758, 0.02403440698981285, 0.03993788734078407, 0.03934769332408905]","[0.0010000000474974513, 0.9990474581718445]"
753,19,3.58%,3.6781,"[0.04661157727241516, 0.04270552098751068, 0.04918184503912926, 0.052981168031692505, 0.018839942291378975, 0.03980943188071251, 0.035858914256095886, 0.04076819494366646, 0.04539172351360321, 0.055109478533267975, 0.057802680879831314, 0.03367441147565842, 0.020088914781808853, 0.016053685918450356, 0.037583377212285995, 0.036593325436115265, 0.03848527744412422, 0.03203977271914482, 0.03902271017432213, 0.025082683190703392, 0.02280937135219574, 0.04815778508782387, 0.015810765326023102, 0.011858787387609482, 0.03502429276704788, 0.02375214733183384, 0.03953421488404274, 0.03936801105737686]","[0.0011452060425654054, 0.9988548159599304]"
