round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
2085,10,4.17%,3.1542,"[0.04198046401143074, 0.048592519015073776, 0.036186449229717255, 0.049466315656900406, 0.062389444559812546, 0.03306920453906059, 0.048975832760334015, 0.044191911816596985, 0.04609217122197151, 0.026075340807437897, 0.04291307181119919, 0.025772487744688988, 0.028057511895895004, 0.021195517852902412, 0.07152906805276871, 0.03759490326046944, 0.031030142679810524, 0.0467698872089386, 0.019657976925373077, 0.02244986779987812, 0.014345269650220871, 0.036234982311725616, 0.010591765865683556, 0.018499573692679405, 0.046764448285102844, 0.03597056493163109, 0.025005316361784935, 0.028597978875041008]","[0.0014942358247935772, 0.005106690339744091, 0.007282262668013573, 0.9646844863891602, 0.01870848797261715, 0.0027238279581069946]"
2086,4,4.17%,2.7827,"[0.044027525931596756, 0.04781876504421234, 0.03568838909268379, 0.04907023534178734, 0.06032641977071762, 0.03388338163495064, 0.050570111721754074, 0.044278278946876526, 0.04436587169766426, 0.025043388828635216, 0.04213344678282738, 0.026768533512949944, 0.028286563232541084, 0.019867699593305588, 0.07187048345804214, 0.03904231637716293, 0.03262831270694733, 0.045624297112226486, 0.019565770402550697, 0.021069960668683052, 0.0148916719481349, 0.03724491223692894, 0.010297056287527084, 0.018178854137659073, 0.04718637838959694, 0.03730950504541397, 0.02596788853406906, 0.02699403651058674]","[0.003988285548985004, 0.005448997486382723, 0.0012324184644967318, 0.9728043675422668, 0.0017639115685597062, 0.014762036502361298]"
2087,16,4.17%,3.4380,"[0.04237443581223488, 0.04782114177942276, 0.03589917719364166, 0.05013479292392731, 0.06298360973596573, 0.03277353197336197, 0.047710008919239044, 0.04437537118792534, 0.04582904651761055, 0.026106249541044235, 0.043914493173360825, 0.02543957717716694, 0.028059398755431175, 0.021208535879850388, 0.07252803444862366, 0.036956775933504105, 0.030888967216014862, 0.04720454663038254, 0.019464435055851936, 0.022501008585095406, 0.014142694883048534, 0.036121003329753876, 0.01046844758093357, 0.018356001004576683, 0.04743383824825287, 0.03579585254192352, 0.02496439777314663, 0.02854464016854763]","[0.00446662399917841, 0.0010000000474974513, 0.003240039339289069, 0.011379429139196873, 0.0010000000474974513, 0.9790127277374268]"
2088,11,4.16%,3.6638,"[0.04470781981945038, 0.04704855754971504, 0.035567253828048706, 0.04957384616136551, 0.060476675629615784, 0.03397026285529137, 0.049299631267786026, 0.04435060918331146, 0.04424775019288063, 0.02505333535373211, 0.04303130879998207, 0.026707567274570465, 0.027898024767637253, 0.019674403592944145, 0.07246186584234238, 0.03838809207081795, 0.0328398235142231, 0.04544628784060478, 0.019548656418919563, 0.021109048277139664, 0.014670177362859249, 0.03703713044524193, 0.010214671492576599, 0.017957070842385292, 0.04828930273652077, 0.037557050585746765, 0.0259818434715271, 0.026891905814409256]","[0.0015482129529118538, 0.005459576845169067, 0.003925683442503214, 0.0012058115098625422, 0.013041806407272816, 0.9748189449310303]"
2089,2,4.16%,3.3331,"[0.04482780396938324, 0.04679595306515694, 0.03557046130299568, 0.0495949350297451, 0.060720328241586685, 0.033958446234464645, 0.048205479979515076, 0.04445021227002144, 0.04413091763854027, 0.024916350841522217, 0.0436071902513504, 0.026773735880851746, 0.028002269566059113, 0.019633295014500618, 0.07285167276859283, 0.03804674372076988, 0.032852597534656525, 0.045985206961631775, 0.019425267353653908, 0.02105533890426159, 0.014709064736962318, 0.0370953232049942, 0.01013268530368805, 0.01781540736556053, 0.04862417280673981, 0.0373457595705986, 0.026043277233839035, 0.026830118149518967]","[0.003990273457020521, 0.001246999017894268, 0.0059858039021492004, 0.977427065372467, 0.010703098960220814, 0.0010000000474974513]"
2090,15,4.16%,3.2913,"[0.042834289371967316, 0.046499188989400864, 0.03603804484009743, 0.05022791028022766, 0.0632963627576828, 0.03263850137591362, 0.04612462595105171, 0.04448971897363663, 0.045580290257930756, 0.02618408016860485, 0.04508517310023308, 0.026047585532069206, 0.027900734916329384, 0.02100483700633049, 0.07289447635412216, 0.036615144461393356, 0.03155091404914856, 0.04683465138077736, 0.019352270290255547, 0.02258065529167652, 0.01387536246329546, 0.03587253391742706, 0.01047329232096672, 0.01823926903307438, 0.048053886741399765, 0.03622005507349968, 0.025197895243763924, 0.028288261964917183]","[0.0043994951993227005, 0.001102611655369401, 0.006770916283130646, 0.0011455718195065856, 0.01177219022065401, 0.9748092293739319]"
2091,8,4.16%,3.1272,"[0.044672831892967224, 0.046023864299058914, 0.035966284573078156, 0.04997221753001213, 0.061416465789079666, 0.03368381783366203, 0.04724084958434105, 0.044506967067718506, 0.04378858953714371, 0.02523157373070717, 0.044144850224256516, 0.027205295860767365, 0.027844328433275223, 0.01979389227926731, 0.0727587416768074, 0.0381016731262207, 0.03337249159812927, 0.045852672308683395, 0.01941302791237831, 0.021258341148495674, 0.014383562840521336, 0.036637503653764725, 0.010239146649837494, 0.017798682674765587, 0.048522692173719406, 0.03724072501063347, 0.026097487658262253, 0.02683139778673649]","[0.002803723094984889, 0.007071211002767086, 0.0010000000474974513, 0.0013754727551713586, 0.01384550891816616, 0.9739528298377991]"
2092,0,4.16%,3.1170,"[0.0434177964925766, 0.04588809236884117, 0.03648125380277634, 0.05038563907146454, 0.06287746876478195, 0.032674435526132584, 0.04528369382023811, 0.04436425864696503, 0.04554985463619232, 0.02603537030518055, 0.04540704935789108, 0.026699453592300415, 0.02769509330391884, 0.0206752922385931, 0.07274676114320755, 0.03717207908630371, 0.03208429366350174, 0.04632457345724106, 0.01928856037557125, 0.022350134328007698, 0.013796848244965076, 0.035920169204473495, 0.010457552038133144, 0.018013764172792435, 0.0487276092171669, 0.03638750687241554, 0.02544385939836502, 0.027851540595293045]","[0.003725009271875024, 0.0015321876853704453, 0.009270870126783848, 0.01446576602756977, 0.9691321849822998, 0.0018740314990282059]"
2093,19,4.15%,3.8187,"[0.04543069750070572, 0.04543401673436165, 0.03641727566719055, 0.049859751015901566, 0.06105674430727959, 0.03360432758927345, 0.045941054821014404, 0.04440373182296753, 0.04445246607065201, 0.025006111711263657, 0.044741593301296234, 0.027664465829730034, 0.027752762660384178, 0.01953635923564434, 0.07269987463951111, 0.03825731202960014, 0.03358228877186775, 0.04560990631580353, 0.019242744892835617, 0.02116112783551216, 0.014309846796095371, 0.03656049072742462, 0.010183908976614475, 0.01759360171854496, 0.049377087503671646, 0.0372740663588047, 0.026237646117806435, 0.026608742773532867]","[0.0013667481252923608, 0.007903017103672028, 0.003041093470528722, 0.9719765186309814, 0.0014761523343622684, 0.014236435294151306]"
2094,17,4.15%,3.1027,"[0.04356963932514191, 0.04528486356139183, 0.03688271716237068, 0.05027366429567337, 0.06330081075429916, 0.03214351460337639, 0.04407273605465889, 0.04415120556950569, 0.046586744487285614, 0.026249591261148453, 0.04617941752076149, 0.026833124458789825, 0.027679122984409332, 0.02088109590113163, 0.07277097553014755, 0.0370241217315197, 0.03177579492330551, 0.04633057489991188, 0.01900387369096279, 0.02298273704946041, 0.013539089821279049, 0.035585857927799225, 0.010484335944056511, 0.018081843852996826, 0.048850711435079575, 0.03610922396183014, 0.02526823803782463, 0.02810441143810749]","[0.0022779135033488274, 0.0012026553740724921, 0.0072071547619998455, 0.010903395712375641, 0.9771623015403748, 0.0012465812033042312]"
2095,10,4.15%,3.1016,"[0.04600008204579353, 0.04462230205535889, 0.03673230856657028, 0.04982747137546539, 0.06077698618173599, 0.03349422290921211, 0.04554165154695511, 0.043870680034160614, 0.04470923915505409, 0.024990122765302658, 0.04517846927046776, 0.02813628874719143, 0.027436615899205208, 0.019374536350369453, 0.07245510071516037, 0.038872718811035156, 0.03385673463344574, 0.045382220298051834, 0.018951868638396263, 0.02175814099609852, 0.014157204888761044, 0.03648858889937401, 0.010203326120972633, 0.01757797598838806, 0.049428727477788925, 0.037391386926174164, 0.026314524933695793, 0.026470474898815155]","[0.003273037727922201, 0.01189528126269579, 0.0014294559368863702, 0.0012640118366107345, 0.9685329794883728, 0.01360517367720604]"
2096,15,4.15%,3.2432,"[0.04589393362402916, 0.04423411190509796, 0.03672637417912483, 0.04970494657754898, 0.061211831867694855, 0.03320495784282684, 0.04452938586473465, 0.04390619695186615, 0.04530145600438118, 0.02504938840866089, 0.046100467443466187, 0.027908029034733772, 0.027482498437166214, 0.019551146775484085, 0.07250441610813141, 0.03848807513713837, 0.03342312574386597, 0.04597800225019455, 0.018864748999476433, 0.022166216745972633, 0.013963297940790653, 0.036299608647823334, 0.010191667824983597, 0.017604364082217216, 0.04963022470474243, 0.03716587275266647, 0.026223041117191315, 0.026692617684602737]","[0.011777604930102825, 0.003242933889850974, 0.0016631803009659052, 0.9668879508972168, 0.001449438976123929, 0.014978845603764057]"
2097,17,4.15%,3.0792,"[0.04475858435034752, 0.04398410767316818, 0.036980412900447845, 0.04992995783686638, 0.06222734972834587, 0.03270856663584709, 0.04333731159567833, 0.04349574074149132, 0.04615209251642227, 0.025381997227668762, 0.047579798847436905, 0.027505939826369286, 0.02725846692919731, 0.020183611661195755, 0.07223562151193619, 0.0384899377822876, 0.03272050619125366, 0.04706273600459099, 0.01851787604391575, 0.02326212264597416, 0.013595310971140862, 0.03580557554960251, 0.010295875370502472, 0.017687520012259483, 0.04937611147761345, 0.03615330532193184, 0.02584889344871044, 0.027464628219604492]","[0.002858338411897421, 0.0015972483670338988, 0.00817151553928852, 0.01150263287127018, 0.0012272917665541172, 0.9746429324150085]"
2098,2,4.14%,3.3093,"[0.04549809545278549, 0.043376125395298004, 0.036770351231098175, 0.04987957701086998, 0.06155119836330414, 0.03311782702803612, 0.04379766806960106, 0.04320593178272247, 0.04543369263410568, 0.02484927512705326, 0.04783983528614044, 0.027852080762386322, 0.027103019878268242, 0.019713720306754112, 0.07171012461185455, 0.03974402695894241, 0.03341163694858551, 0.047207947820425034, 0.018378615379333496, 0.022996537387371063, 0.013677260838449001, 0.03613215684890747, 0.01022023893892765, 0.017517292872071266, 0.049451109021902084, 0.03635833412408829, 0.026252930983901024, 0.026953348889946938]","[0.0018530385568737984, 0.008854355663061142, 0.0019727121107280254, 0.009439688175916672, 0.0010000000474974513, 0.9772219657897949]"
2099,19,4.14%,3.7991,"[0.04488946124911308, 0.04320396110415459, 0.037117794156074524, 0.05036034807562828, 0.06259267777204514, 0.032915148884058, 0.04248810186982155, 0.04314266890287399, 0.045752305537462234, 0.02492276392877102, 0.04904552921652794, 0.027278006076812744, 0.02701634168624878, 0.020219987258315086, 0.07121996581554413, 0.039321161806583405, 0.03298322856426239, 0.048693474382162094, 0.0182957760989666, 0.02358967624604702, 0.013420233502984047, 0.03554008528590202, 0.010285171680152416, 0.01741720922291279, 0.04952183738350868, 0.03525223582983017, 0.025930950418114662, 0.027583878487348557]","[0.002456523012369871, 0.009844732470810413, 0.001671351259574294, 0.0010000000474974513, 0.009261507540941238, 0.9759813547134399]"
2100,8,4.14%,3.1009,"[0.04501326382160187, 0.042680077254772186, 0.03731897100806236, 0.04972182959318161, 0.06190210208296776, 0.033027034252882004, 0.04262559115886688, 0.042869918048381805, 0.04555628076195717, 0.024674054235219955, 0.049317725002765656, 0.027780873700976372, 0.02691924013197422, 0.019896049052476883, 0.07110048085451126, 0.04028809070587158, 0.033398501574993134, 0.04874331131577492, 0.018061133101582527, 0.023870043456554413, 0.013479005545377731, 0.03574766218662262, 0.010233761742711067, 0.017406800761818886, 0.04921473190188408, 0.03567924723029137, 0.026260847225785255, 0.027213340625166893]","[0.002125001512467861, 0.007207999937236309, 0.001658474444411695, 0.9769030213356018, 0.0012032634112983942, 0.010902153328061104]"
2101,0,4.14%,3.0794,"[0.04577338322997093, 0.04234093800187111, 0.03748723492026329, 0.04917876422405243, 0.06054157763719559, 0.03360694646835327, 0.04255177080631256, 0.04252101480960846, 0.045426882803440094, 0.023973772302269936, 0.04957883059978485, 0.028276920318603516, 0.026660773903131485, 0.0192243792116642, 0.0709940493106842, 0.041160475462675095, 0.03402427211403847, 0.04880557954311371, 0.017886007204651833, 0.02375386841595173, 0.01372718345373869, 0.03610609471797943, 0.010063237510621548, 0.017101721838116646, 0.049790892750024796, 0.03615308552980423, 0.026696806773543358, 0.026593556627631187]","[0.002932532923296094, 0.009606405161321163, 0.002142248908057809, 0.0113931093364954, 0.9722859263420105, 0.0016397704603150487]"
2102,26,4.14%,3.6220,"[0.04523139074444771, 0.042103253304958344, 0.03790685161948204, 0.04926277697086334, 0.06140272319316864, 0.033066898584365845, 0.041365738958120346, 0.042323749512434006, 0.046532224863767624, 0.024358335882425308, 0.05039789900183678, 0.027992310002446175, 0.026604097336530685, 0.01978341117501259, 0.0708150714635849, 0.040535423904657364, 0.03346666321158409, 0.0497252382338047, 0.017665449529886246, 0.02478897199034691, 0.01338318269699812, 0.03542739152908325, 0.010128110647201538, 0.017202991992235184, 0.04963245987892151, 0.03532048314809799, 0.02632291242480278, 0.027254020795226097]","[0.002992320107296109, 0.00458831712603569, 0.001258960459381342, 0.9787423014640808, 0.011174728162586689, 0.0012433782685548067]"
2103,2,4.13%,3.2767,"[0.04663580656051636, 0.041398026049137115, 0.037837982177734375, 0.048573266714811325, 0.06002310663461685, 0.0336315780878067, 0.04166107997298241, 0.04213913530111313, 0.046032339334487915, 0.0236284751445055, 0.05040089040994644, 0.028577309101819992, 0.02656327746808529, 0.01897484064102173, 0.0705304965376854, 0.041694555431604385, 0.03423544019460678, 0.04935760796070099, 0.017542481422424316, 0.024339210242033005, 0.013642482459545135, 0.03596038371324539, 0.009976720437407494, 0.01700505055487156, 0.049961600452661514, 0.03610524535179138, 0.027161000296473503, 0.026410572230815887]","[0.001244747661985457, 0.002204983262345195, 0.005222352687269449, 0.009172029793262482, 0.9814889430999756, 0.0010000000474974513]"
2104,12,4.13%,3.6295,"[0.04364544898271561, 0.041615184396505356, 0.038776662200689316, 0.04924745485186577, 0.06319983303546906, 0.03182169795036316, 0.03906383737921715, 0.04196208715438843, 0.048746269196271896, 0.025077475234866142, 0.05255221575498581, 0.0271407850086689, 0.026534466072916985, 0.02097105048596859, 0.0701175332069397, 0.03960833325982094, 0.03185003623366356, 0.051494501531124115, 0.01729276031255722, 0.026955965906381607, 0.012712456285953522, 0.034383632242679596, 0.01036452129483223, 0.017447639256715775, 0.04908321797847748, 0.0337960310280323, 0.0259243231266737, 0.02861451730132103]","[0.002528462093323469, 0.0010000000474974513, 0.005223503336310387, 0.9808564186096191, 0.001250194269232452, 0.009157869033515453]"
2105,21,4.13%,3.3344,"[0.04615690931677818, 0.04094906151294708, 0.039019256830215454, 0.04862876236438751, 0.060733191668987274, 0.032916728407144547, 0.03990941494703293, 0.04178242012858391, 0.04730020463466644, 0.024051159620285034, 0.05163080617785454, 0.028207125142216682, 0.026607315987348557, 0.01951623521745205, 0.07001402229070663, 0.04123727232217789, 0.03325585648417473, 0.0504719503223896, 0.017244530841708183, 0.025631392374634743, 0.013256027363240719, 0.035400405526161194, 0.010089951567351818, 0.017058126628398895, 0.04977566748857498, 0.03505353257060051, 0.02707687020301819, 0.027025796473026276]","[0.007817074656486511, 0.002712154993787408, 0.0010000000474974513, 0.011638623662292957, 0.9758902788162231, 0.0012265052646398544]"
2106,16,4.13%,3.4286,"[0.04791546240448952, 0.04058423638343811, 0.0390520915389061, 0.047877080738544464, 0.05892665311694145, 0.03377052769064903, 0.04037594795227051, 0.04159790277481079, 0.046517450362443924, 0.023009395226836205, 0.051173776388168335, 0.028873056173324585, 0.026911599561572075, 0.01852141134440899, 0.06986354291439056, 0.04229946807026863, 0.034204788506031036, 0.0502619706094265, 0.017063936218619347, 0.024606402963399887, 0.01374061033129692, 0.036398254334926605, 0.00977559108287096, 0.01670391857624054, 0.050394464284181595, 0.03564831241965294, 0.027941545471549034, 0.02599053829908371]","[0.0020405324175953865, 0.0010000000474974513, 0.0084895770996809, 0.9788527488708496, 0.009134546853601933, 0.0010000000474974513]"
