round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,,1
9379,0,49.87%,89.10%,0,"[0.9999492168426514, 5.083933865535073e-05]",0,
9380,0,49.87%,89.11%,0,"[0.999963641166687, 3.640385693870485e-05]",0,
9381,1,49.87%,89.11%,0.0409,"[0.04203115031123161, 0.9579688906669617]",0.0409,
9382,1,49.88%,89.11%,0.0189,"[0.030475031584501266, 0.9695249199867249]",0.0189,
9383,0,49.87%,89.11%,0.0001,"[0.9999352693557739, 6.47294000373222e-05]",0.0001,
9384,0,49.87%,89.11%,0,"[0.9999469518661499, 5.3010935516795143e-05]",0,
9385,0,49.86%,89.11%,0.0094,"[0.9916176199913025, 0.00838238000869751]",0.0094,
9386,0,49.86%,89.11%,0.0003,"[0.9998912811279297, 0.00010867574019357562]",0.0003,
9387,1,49.86%,89.11%,0.0332,"[0.030985480174422264, 0.969014585018158]",0.0332,
9388,1,49.87%,89.11%,0.0391,"[0.03146187216043472, 0.9685381650924683]",0.0391,
9389,1,49.87%,89.12%,0.0292,"[0.03796272724866867, 0.9620372653007507]",0.0292,
9390,0,49.87%,89.12%,0.0001,"[0.9999321699142456, 6.787263555452228e-05]",0.0001,
9391,1,49.87%,89.12%,0.0626,"[0.03902161493897438, 0.9609783887863159]",0.0626,
9392,1,49.88%,89.12%,0.0139,"[0.022200603038072586, 0.9777994751930237]",0.0139,
9393,0,49.87%,89.11%,3.7942,"[0.023589661344885826, 0.9764103889465332]",3.7942,
9394,0,49.87%,89.11%,0.0001,"[0.9999421834945679, 5.782172956969589e-05]",0.0001,
9395,1,49.87%,89.11%,0.0142,"[0.018056796863675117, 0.9819431900978088]",0.0142,
9396,0,49.87%,89.11%,0.0001,"[0.9999305009841919, 6.954943091841415e-05]",0.0001,
9397,0,49.86%,89.11%,0,"[0.9999415874481201, 5.8431964134797454e-05]",0,
9398,0,49.86%,89.12%,0,"[0.9999682903289795, 3.1653926271246746e-05]",0,
9399,1,49.86%,89.12%,0.0151,"[0.021139701828360558, 0.9788603186607361]",0.0151,
9400,0,49.86%,89.12%,0,"[0.9999160766601562, 8.387621346628293e-05]",0,
9401,0,49.85%,89.12%,0.0792,"[0.9657964110374451, 0.03420357406139374]",0.0792,
9402,0,49.85%,89.12%,0.0001,"[0.9998846054077148, 0.00011534519580891356]",0.0001,
9403,0,49.84%,89.12%,0.0001,"[0.9998843669891357, 0.00011557784455362707]",0.0001,
9404,0,49.84%,89.12%,0.0001,"[0.9999357461929321, 6.422117439797148e-05]",0.0001,
9405,0,49.83%,89.12%,0.1458,"[0.9859783053398132, 0.014021610841155052]",0.1458,
9406,0,49.82%,89.13%,0.0797,"[0.5861641764640808, 0.41383588314056396]",0.0797,
9407,0,49.82%,89.13%,0.0001,"[0.9999278783798218, 7.210345938801765e-05]",0.0001,
9408,0,49.81%,89.13%,0.0472,"[0.9860310554504395, 0.01396891102194786]",0.0472,
9409,1,49.82%,89.13%,0.0168,"[0.015866098925471306, 0.9841338992118835]",0.0168,
9410,0,49.81%,89.13%,0,"[0.9999793767929077, 2.0610208594007418e-05]",0,
9411,0,49.81%,89.13%,0,"[0.9999771118164062, 2.2926546080270782e-05]",0,
9412,1,49.81%,89.13%,0.0182,"[0.026743218302726746, 0.9732567667961121]",0.0182,
9413,1,49.82%,89.12%,1.0393,"[0.6049326658248901, 0.39506733417510986]",1.0393,
9414,1,49.82%,89.12%,0.1004,"[0.12513862550258636, 0.8748613595962524]",0.1004,
9415,1,49.83%,89.12%,0.071,"[0.06943624466657639, 0.930563747882843]",0.071,
9416,1,49.84%,89.13%,0.0292,"[0.01877841167151928, 0.981221616268158]",0.0292,
9417,1,49.84%,89.13%,0.3703,"[0.49717187881469727, 0.5028281211853027]",0.3703,
9418,0,49.84%,89.13%,0,"[0.99997878074646, 2.12019858736312e-05]",0,
9419,0,49.83%,89.13%,0,"[0.9999785423278809, 2.1462155928020366e-05]",0,
9420,0,49.82%,89.13%,0,"[0.9999783039093018, 2.173948632844258e-05]",0,
9421,0,49.82%,89.13%,0,"[0.9999779462814331, 2.202953510277439e-05]",0,
9422,0,49.81%,89.13%,0,"[0.9999685287475586, 3.150101110804826e-05]",0,
9423,1,49.82%,89.13%,0.028,"[0.028053678572177887, 0.9719462990760803]",0.028,
9424,1,49.82%,89.14%,0.0329,"[0.021548917517066002, 0.978451132774353]",0.0329,
9425,1,49.83%,89.14%,0.0124,"[0.01228377129882574, 0.9877162575721741]",0.0124,
9426,1,49.84%,89.14%,0.0317,"[0.02123597264289856, 0.9787640571594238]",0.0317,
9427,0,49.83%,89.14%,0,"[0.9999772310256958, 2.2826756321592256e-05]",0,
9428,1,49.84%,89.14%,0.0183,"[0.018921585753560066, 0.9810784459114075]",0.0183,
9429,0,49.83%,89.14%,0.0001,"[0.9998080134391785, 0.00019203608098905534]",0.0001,
9430,1,49.84%,89.13%,4.8187,"[0.8581362366676331, 0.14186376333236694]",4.8187,
9431,1,49.84%,89.13%,0.0224,"[0.021717732772231102, 0.9782822728157043]",0.0224,
9432,1,49.85%,89.13%,0.0167,"[0.012750578112900257, 0.9872494339942932]",0.0167,
9433,1,49.85%,89.14%,0.0159,"[0.021912505850195885, 0.9780874252319336]",0.0159,
9434,1,49.86%,89.14%,0.0131,"[0.013204417191445827, 0.9867955446243286]",0.0131,
9435,0,49.85%,89.14%,0,"[0.999954342842102, 4.564857226796448e-05]",0,
9436,0,49.85%,89.14%,0,"[0.9999308586120605, 6.916285201441497e-05]",0,
9437,1,49.85%,89.14%,0.0121,"[0.01903875730931759, 0.980961263179779]",0.0121,
9438,1,49.86%,89.14%,0.0113,"[0.010279628448188305, 0.9897204041481018]",0.0113,
9439,1,49.86%,89.14%,0.0108,"[0.014307942241430283, 0.985692024230957]",0.0108,
9440,0,49.86%,89.13%,4.3811,"[0.012450392358005047, 0.9875496029853821]",4.3811,
9441,0,49.85%,89.13%,0.0001,"[0.9999178647994995, 8.217195863835514e-05]",0.0001,
9442,1,49.86%,89.13%,0.0101,"[0.010516936890780926, 0.9894830584526062]",0.0101,
9443,1,49.86%,89.14%,0.0143,"[0.014185022562742233, 0.9858149290084839]",0.0143,
9444,0,49.86%,89.13%,0.7839,"[0.4132094383239746, 0.5867905616760254]",0.7839,
9445,1,49.86%,89.13%,0.2068,"[0.16597296297550201, 0.8340270519256592]",0.2068,
9446,1,49.87%,89.13%,0.0111,"[0.00902566034346819, 0.9909743666648865]",0.0111,
9447,0,49.86%,89.13%,0.0001,"[0.9999110698699951, 8.886626892490312e-05]",0.0001,
9448,1,49.87%,89.13%,0.0198,"[0.01894397661089897, 0.9810560345649719]",0.0198,
9449,0,49.86%,89.13%,0.0001,"[0.9999175071716309, 8.250864630099386e-05]",0.0001,
9450,1,49.87%,89.13%,0.0087,"[0.006439163815230131, 0.993560791015625]",0.0087,
9451,1,49.87%,89.13%,0.0078,"[0.009395141154527664, 0.990604817867279]",0.0078,
9452,1,49.88%,89.14%,0.0379,"[0.3047732412815094, 0.695226788520813]",0.0379,
9453,0,49.87%,89.14%,0.0001,"[0.9999251365661621, 7.48803504393436e-05]",0.0001,
9454,1,49.88%,89.14%,0.0212,"[0.02305840514600277, 0.9769416451454163]",0.0212,
9455,0,49.87%,89.14%,0.0001,"[0.999925971031189, 7.408111559925601e-05]",0.0001,
9456,1,49.88%,89.14%,0.0182,"[0.01915387064218521, 0.980846107006073]",0.0182,
9457,0,49.87%,89.14%,0.0001,"[0.9999164342880249, 8.354453893844038e-05]",0.0001,
9458,0,49.87%,89.14%,0.0002,"[0.9998571872711182, 0.00014282067422755063]",0.0002,
9459,1,49.87%,89.14%,0.0062,"[0.009112327359616756, 0.9908876419067383]",0.0062,
9460,0,49.87%,89.14%,0.0002,"[0.9998663663864136, 0.00013360078446567059]",0.0002,
9461,0,49.86%,89.15%,0.0002,"[0.9997709393501282, 0.00022911951236892492]",0.0002,
9462,1,49.87%,89.15%,0.0125,"[0.0119763920083642, 0.9880236387252808]",0.0125,
9463,0,49.86%,89.14%,3.9785,"[0.013197913765907288, 0.9868020415306091]",3.9785,
9464,0,49.86%,89.14%,0.0001,"[0.9999226331710815, 7.738099520793185e-05]",0.0001,
9465,1,49.86%,89.14%,0.0151,"[0.017836105078458786, 0.9821639060974121]",0.0151,
9466,0,49.86%,89.14%,0.0001,"[0.9998941421508789, 0.00010590213787509128]",0.0001,
9467,0,49.85%,89.14%,0.0005,"[0.9995476603507996, 0.0004522828385233879]",0.0005,
9468,0,49.85%,89.13%,2.1615,"[0.11325068026781082, 0.8867493271827698]",2.1615,
9469,1,49.85%,89.13%,0.0119,"[0.012380681931972504, 0.9876192808151245]",0.0119,
9470,0,49.85%,89.14%,0.0001,"[0.9999401569366455, 5.9803689509863034e-05]",0.0001,
9471,0,49.84%,89.13%,3.2635,"[0.027566151693463326, 0.9724338054656982]",3.2635,
9472,0,49.84%,89.13%,0.0001,"[0.9998719692230225, 0.00012798828538507223]",0.0001,
9473,0,49.83%,89.12%,3.4772,"[0.04498937353491783, 0.9550106525421143]",3.4772,
9474,0,49.83%,89.12%,0,"[0.9999500513076782, 4.998383883503266e-05]",0,
9475,1,49.83%,89.12%,0.0205,"[0.018240123987197876, 0.9817599058151245]",0.0205,
9476,0,49.83%,89.12%,0.0001,"[0.999930739402771, 6.92095491103828e-05]",0.0001,
9477,1,49.83%,89.12%,0.0297,"[0.025550933554768562, 0.9744490385055542]",0.0297,
9478,1,49.84%,89.12%,0.0551,"[0.06071800738573074, 0.9392820000648499]",0.0551,
9479,1,49.84%,89.12%,0.0539,"[0.09432967752218246, 0.9056702852249146]",0.0539,
9480,1,49.85%,89.13%,0.0273,"[0.01788518577814102, 0.9821147918701172]",0.0273,
9481,1,49.85%,89.13%,0.1579,"[0.09241008758544922, 0.907589852809906]",0.1579,
9482,0,49.85%,89.13%,0,"[0.9999524354934692, 4.756479393108748e-05]",0,
9483,0,49.84%,89.13%,0.0001,"[0.9999432563781738, 5.6727159972069785e-05]",0.0001,
9484,0,49.84%,89.13%,0.0039,"[0.985920250415802, 0.014079769141972065]",0.0039,
9485,1,49.84%,89.13%,0.1343,"[0.08307839930057526, 0.9169216156005859]",0.1343,
9486,0,49.84%,89.13%,0.0003,"[0.9998714923858643, 0.00012848425831180066]",0.0003,
9487,0,49.83%,89.13%,0.0001,"[0.9999357461929321, 6.429096538340673e-05]",0.0001,
9488,0,49.83%,89.13%,0.0001,"[0.9999116659164429, 8.826780685922131e-05]",0.0001,
9489,1,49.83%,89.14%,0.0187,"[0.020553108304739, 0.9794468879699707]",0.0187,
9490,1,49.84%,89.14%,0.0282,"[0.02318292111158371, 0.9768170714378357]",0.0282,
9491,0,49.83%,89.14%,0.0001,"[0.9999332427978516, 6.679297803202644e-05]",0.0001,
9492,0,49.83%,89.14%,0.0001,"[0.9999505281448364, 4.94155719934497e-05]",0.0001,
9493,1,49.83%,89.14%,0.1009,"[0.0867525190114975, 0.9132474660873413]",0.1009,
9494,1,49.84%,89.13%,0.1604,"[0.6327880620956421, 0.3672119081020355]",0.1604,
9495,0,49.83%,89.13%,0.0001,"[0.9999423027038574, 5.76788152102381e-05]",0.0001,
9496,1,49.84%,89.13%,0.0297,"[0.060096368193626404, 0.9399036169052124]",0.0297,
9497,1,49.84%,89.13%,0.0214,"[0.022231096401810646, 0.9777688980102539]",0.0214,
9498,1,49.85%,89.14%,0.0264,"[0.015290363691747189, 0.9847095608711243]",0.0264,
9499,1,49.85%,89.14%,0.0477,"[0.026694422587752342, 0.9733055233955383]",0.0477,
9500,0,49.85%,89.14%,0.0001,"[0.9999322891235352, 6.767234299331903e-05]",0.0001,
9501,0,49.84%,89.14%,0.0002,"[0.9998759031295776, 0.00012402697757352144]",0.0002,
9502,0,49.84%,89.14%,0.0001,"[0.9999438524246216, 5.610620428342372e-05]",0.0001,
9503,1,49.84%,89.14%,0.0352,"[0.03053794801235199, 0.9694620966911316]",0.0352,
9504,0,49.84%,89.13%,3.4616,"[0.016855325549840927, 0.9831446409225464]",3.4616,
9505,1,49.84%,89.13%,0.0349,"[0.022324994206428528, 0.9776750206947327]",0.0349,
9506,0,49.84%,89.13%,0.0001,"[0.9999054670333862, 9.44732382777147e-05]",0.0001,
9507,0,49.83%,89.14%,0.0008,"[0.9995352029800415, 0.00046487152576446533]",0.0008,
9508,1,49.84%,89.14%,0.0135,"[0.014208546839654446, 0.9857914447784424]",0.0135,
9509,1,49.84%,89.14%,0.0216,"[0.024626657366752625, 0.975373387336731]",0.0216,
9510,1,49.85%,89.14%,0.011,"[0.010948634706437588, 0.9890512824058533]",0.011,
9511,0,49.84%,89.14%,0.0002,"[0.9997804760932922, 0.00021958333672955632]",0.0002,
9512,1,49.85%,89.14%,0.0133,"[0.016121961176395416, 0.9838780164718628]",0.0133,
9513,1,49.85%,89.14%,0.0298,"[0.022392041981220245, 0.9776080250740051]",0.0298,
9514,1,49.86%,89.14%,0.0143,"[0.014691735617816448, 0.9853082299232483]",0.0143,
9515,1,49.86%,89.14%,0.0183,"[0.015840603038668633, 0.9841594696044922]",0.0183,
9516,1,49.87%,89.15%,0.0161,"[0.01816660352051258, 0.9818333983421326]",0.0161,
9517,0,49.86%,89.15%,0.0286,"[0.9805212020874023, 0.01947874203324318]",0.0286,
9518,1,49.87%,89.15%,0.0151,"[0.017882708460092545, 0.9821173548698425]",0.0151,
9519,1,49.87%,89.15%,0.0116,"[0.008446389809250832, 0.9915536046028137]",0.0116,
9520,1,49.88%,89.15%,0.0086,"[0.017235249280929565, 0.9827647805213928]",0.0086,
9521,1,49.88%,89.15%,0.0116,"[0.010367041453719139, 0.9896329641342163]",0.0116,
9522,0,49.88%,89.14%,3.5978,"[0.025051956996321678, 0.9749480485916138]",3.5978,
9523,1,49.88%,89.14%,0.019,"[0.014323008246719837, 0.9856770038604736]",0.019,
9524,1,49.89%,89.14%,0.0138,"[0.03508716821670532, 0.9649128913879395]",0.0138,
9525,0,49.88%,89.15%,0.0003,"[0.9994378685951233, 0.0005620725569315255]",0.0003,
9526,0,49.88%,89.15%,0.0004,"[0.9998646974563599, 0.00013525057875085622]",0.0004,
9527,0,49.87%,89.14%,3.2345,"[0.03637472912669182, 0.9636253118515015]",3.2345,
9528,0,49.87%,89.14%,0.0001,"[0.9999452829360962, 5.470454561873339e-05]",0.0001,
9529,1,49.87%,89.14%,0.0153,"[0.011819886043667793, 0.9881801605224609]",0.0153,
9530,1,49.88%,89.14%,0.0225,"[0.061276745051145554, 0.9387232065200806]",0.0225,
9531,1,49.88%,89.14%,0.0354,"[0.034272756427526474, 0.9657272100448608]",0.0354,
9532,1,49.89%,89.14%,0.0378,"[0.044482212513685226, 0.9555177688598633]",0.0378,
9533,1,49.90%,89.14%,0.0207,"[0.020025424659252167, 0.9799745678901672]",0.0207,
9534,0,49.89%,89.15%,0.0001,"[0.9999370574951172, 6.288349686656147e-05]",0.0001,
9535,0,49.88%,89.15%,0,"[0.9999661445617676, 3.3864744182210416e-05]",0,
9536,0,49.88%,89.15%,0.0002,"[0.9991660118103027, 0.0008340366184711456]",0.0002,
9537,1,49.88%,89.15%,0.0355,"[0.039621397852897644, 0.9603785276412964]",0.0355,
9538,1,49.89%,89.15%,0.0213,"[0.025002408772706985, 0.9749975800514221]",0.0213,
9539,1,49.90%,89.15%,0.0231,"[0.023180142045021057, 0.9768199324607849]",0.0231,
9540,0,49.89%,89.15%,0.0001,"[0.9999426603317261, 5.7288787502329797e-05]",0.0001,
9541,0,49.88%,89.15%,0.0001,"[0.9999377727508545, 6.217938789632171e-05]",0.0001,
9542,1,49.89%,89.15%,0.0259,"[0.01832239329814911, 0.9816775918006897]",0.0259,
9543,1,49.90%,89.16%,0.019,"[0.01786722056567669, 0.9821327328681946]",0.019,
9544,0,49.89%,89.16%,0,"[0.9999517202377319, 4.825877113034949e-05]",0,
9545,0,49.88%,89.16%,0,"[0.9999479055404663, 5.2135004807496443e-05]",0,
9546,0,49.88%,89.16%,0.0001,"[0.9999523162841797, 4.7627658204874024e-05]",0.0001,
9547,0,49.87%,89.16%,0.0001,"[0.9997490048408508, 0.00025096270837821066]",0.0001,
9548,0,49.87%,89.16%,0.0001,"[0.9999357461929321, 6.422656588256359e-05]",0.0001,
9549,1,49.87%,89.16%,0.0329,"[0.04428573325276375, 0.9557142853736877]",0.0329,
9550,0,49.87%,89.15%,3.8578,"[0.02801731415092945, 0.9719826579093933]",3.8578,
9551,0,49.86%,89.15%,0.0001,"[0.9999346733093262, 6.529318488901481e-05]",0.0001,
9552,1,49.87%,89.16%,0.0225,"[0.02844460867345333, 0.9715553522109985]",0.0225,
9553,1,49.87%,89.16%,0.0179,"[0.01994655281305313, 0.9800534844398499]",0.0179,
9554,0,49.87%,89.16%,0.0001,"[0.9999450445175171, 5.492497803061269e-05]",0.0001,
9555,1,49.87%,89.16%,0.0215,"[0.021970195695757866, 0.9780298471450806]",0.0215,
9556,1,49.88%,89.16%,0.037,"[0.030934657901525497, 0.9690653681755066]",0.037,
9557,1,49.88%,89.16%,0.0375,"[0.06522586941719055, 0.9347741603851318]",0.0375,
9558,0,49.88%,89.16%,0,"[0.9999620914459229, 3.791223934968002e-05]",0,
9559,1,49.88%,89.16%,0.0225,"[0.02175646647810936, 0.9782435894012451]",0.0225,
9560,1,49.89%,89.16%,0.0177,"[0.017661530524492264, 0.9823384881019592]",0.0177,
9561,0,49.88%,89.17%,0.0001,"[0.9999407529830933, 5.929754115641117e-05]",0.0001,
9562,0,49.88%,89.17%,0.0001,"[0.9998897314071655, 0.0001102966780308634]",0.0001,
9563,0,49.87%,89.17%,0.0001,"[0.999864935874939, 0.00013501774810720235]",0.0001,
9564,1,49.88%,89.17%,0.0326,"[0.05302578955888748, 0.9469742178916931]",0.0326,
9565,0,49.87%,89.17%,0.0001,"[0.9999476671218872, 5.238658195594326e-05]",0.0001,
9566,0,49.87%,89.17%,0.0002,"[0.9996968507766724, 0.0003032207896467298]",0.0002,
9567,1,49.87%,89.17%,0.0288,"[0.037271320819854736, 0.9627286195755005]",0.0288,
9568,1,49.88%,89.17%,0.0153,"[0.016960902139544487, 0.983039140701294]",0.0153,
9569,0,49.87%,89.17%,0.0012,"[0.9984531402587891, 0.0015468819765374064]",0.0012,
9570,1,49.88%,89.18%,0.0404,"[0.03161758556962013, 0.9683824181556702]",0.0404,
9571,1,49.89%,89.18%,0.0274,"[0.008376666344702244, 0.9916233420372009]",0.0274,
9572,0,49.88%,89.18%,0.2043,"[0.9548779726028442, 0.045121967792510986]",0.2043,
9573,1,49.89%,89.18%,0.0351,"[0.038741275668144226, 0.9612587690353394]",0.0351,
9574,0,49.88%,89.17%,3.6131,"[0.03664800152182579, 0.9633519649505615]",3.6131,
9575,0,49.87%,89.17%,0.0006,"[0.9997531771659851, 0.00024681174545548856]",0.0006,
9576,1,49.88%,89.17%,0.0185,"[0.022487010806798935, 0.9775130152702332]",0.0185,
9577,1,49.89%,89.17%,0.0238,"[0.021198341622948647, 0.9788016080856323]",0.0238,
9578,1,49.89%,89.17%,0.0138,"[0.01880546472966671, 0.9811945557594299]",0.0138,
9579,0,49.89%,89.16%,2.8455,"[0.08613208681344986, 0.9138678908348083]",2.8455,
9580,0,49.88%,89.17%,0,"[0.9999618530273438, 3.819871926680207e-05]",0,
9581,1,49.89%,89.17%,0.0471,"[0.042580123990774155, 0.9574199318885803]",0.0471,
9582,0,49.88%,89.17%,0,"[0.9999654293060303, 3.4535802114987746e-05]",0,
9583,1,49.89%,89.17%,0.0432,"[0.05871026962995529, 0.9412896633148193]",0.0432,
9584,1,49.89%,89.17%,0.0488,"[0.04495653137564659, 0.9550434350967407]",0.0488,
9585,1,49.90%,89.17%,0.0264,"[0.02685370109975338, 0.9731463193893433]",0.0264,
9586,1,49.90%,89.17%,0.0542,"[0.04324822872877121, 0.9567517638206482]",0.0542,
9587,1,49.91%,89.17%,0.0243,"[0.037794917821884155, 0.9622051119804382]",0.0243,
9588,0,49.90%,89.18%,0,"[0.9999734163284302, 2.6571025955490768e-05]",0,
9589,1,49.91%,89.18%,0.0899,"[0.12315027415752411, 0.8768497109413147]",0.0899,
9590,0,49.90%,89.18%,0,"[0.9999686479568481, 3.136103259748779e-05]",0,
9591,1,49.91%,89.18%,0.0168,"[0.015997689217329025, 0.9840023517608643]",0.0168,
9592,1,49.91%,89.18%,0.0189,"[0.01365101058036089, 0.9863489866256714]",0.0189,
9593,1,49.92%,89.18%,0.0464,"[0.028284572064876556, 0.9717153906822205]",0.0464,
9594,1,49.92%,89.18%,0.0378,"[0.025352153927087784, 0.9746478796005249]",0.0378,
9595,1,49.93%,89.18%,0.0237,"[0.019588053226470947, 0.9804120063781738]",0.0237,
9596,0,49.92%,89.18%,0,"[0.9999710321426392, 2.896414662245661e-05]",0,
9597,0,49.92%,89.17%,3.4614,"[0.048406220972537994, 0.9515937566757202]",3.4614,
9598,0,49.91%,89.18%,0,"[0.9999696016311646, 3.0383547709789127e-05]",0,
9599,0,49.91%,89.18%,0,"[0.9999657869338989, 3.426826515351422e-05]",0,
9600,0,49.90%,89.18%,0,"[0.9999711513519287, 2.882950138882734e-05]",0,
9601,1,49.91%,89.18%,0.0286,"[0.029013562947511673, 0.9709864258766174]",0.0286,
9602,0,49.90%,89.18%,0,"[0.9999748468399048, 2.520935595384799e-05]",0,
9603,0,49.90%,89.18%,0,"[0.9999282360076904, 7.179232488851994e-05]",0,
9604,1,49.90%,89.18%,0.0713,"[0.05176176130771637, 0.9482383131980896]",0.0713,
9605,0,49.90%,89.18%,0,"[0.9999691247940063, 3.0831673939246684e-05]",0,
9606,1,49.90%,89.18%,0.0263,"[0.019821159541606903, 0.9801788926124573]",0.0263,
9607,1,49.91%,89.19%,0.0287,"[0.04679282009601593, 0.9532071352005005]",0.0287,
9608,0,49.90%,89.19%,0.0001,"[0.9999517202377319, 4.825379801332019e-05]",0.0001,
9609,0,49.90%,89.19%,0,"[0.9999665021896362, 3.353917054482736e-05]",0,
9610,0,49.89%,89.19%,0,"[0.9999676942825317, 3.232363087590784e-05]",0,
9611,0,49.89%,89.18%,2.2555,"[0.10633690655231476, 0.8936631083488464]",2.2555,
9612,1,49.89%,89.18%,0.0451,"[0.042528655380010605, 0.9574713110923767]",0.0451,
9613,0,49.89%,89.18%,0,"[0.9999685287475586, 3.1474646675633267e-05]",0,
9614,1,49.89%,89.18%,0.032,"[0.04372622072696686, 0.9562737941741943]",0.032,
9615,0,49.89%,89.18%,0.0001,"[0.9999475479125977, 5.245946886134334e-05]",0.0001,
9616,1,49.89%,89.19%,0.0173,"[0.020706016570329666, 0.9792940020561218]",0.0173,
9617,1,49.90%,89.19%,0.0192,"[0.02075783908367157, 0.9792420864105225]",0.0192,
9618,0,49.89%,89.19%,0.0001,"[0.9999535083770752, 4.6518118324456736e-05]",0.0001,
9619,0,49.89%,89.19%,0,"[0.9999692440032959, 3.070980528718792e-05]",0,
9620,0,49.88%,89.19%,0,"[0.9999768733978271, 2.3116801457945257e-05]",0,
9621,1,49.89%,89.19%,0.051,"[0.09887328743934631, 0.9011266827583313]",0.051,
9622,0,49.88%,89.19%,0,"[0.9999734163284302, 2.6611167413648218e-05]",0,
9623,1,49.89%,89.19%,0.2308,"[0.1753271073102951, 0.8246728777885437]",0.2308,
9624,1,49.89%,89.19%,0.0942,"[0.09926663339138031, 0.9007333517074585]",0.0942,
9625,1,49.90%,89.20%,0.0386,"[0.03671541064977646, 0.9632846117019653]",0.0386,
9626,1,49.90%,89.20%,0.0159,"[0.031255174428224564, 0.9687447547912598]",0.0159,
9627,1,49.91%,89.20%,0.0267,"[0.0508749857544899, 0.9491249918937683]",0.0267,
9628,0,49.90%,89.20%,0,"[0.9999642372131348, 3.576502058422193e-05]",0,
9629,0,49.90%,89.19%,3.1505,"[0.057236261665821075, 0.9427637457847595]",3.1505,
9630,1,49.90%,89.19%,0.0137,"[0.010731526650488377, 0.9892684817314148]",0.0137,
9631,1,49.91%,89.19%,0.0352,"[0.02552897483110428, 0.9744710326194763]",0.0352,
9632,0,49.90%,89.19%,0.0002,"[0.9998112320899963, 0.0001887963735498488]",0.0002,
9633,0,49.90%,89.19%,0.0001,"[0.9999250173568726, 7.493270823033527e-05]",0.0001,
9634,0,49.89%,89.20%,0.0058,"[0.9904599189758301, 0.009540095925331116]",0.0058,
9635,1,49.90%,89.20%,0.0294,"[0.032653532922267914, 0.9673464894294739]",0.0294,
9636,0,49.89%,89.19%,2.4574,"[0.09600932896137238, 0.9039906859397888]",2.4574,
9637,0,49.89%,89.18%,1.8829,"[0.14872686564922333, 0.8512731194496155]",1.8829,
9638,1,49.89%,89.18%,0.0466,"[0.030918912962079048, 0.9690810441970825]",0.0466,
9639,1,49.90%,89.18%,0.0149,"[0.020135389640927315, 0.9798645973205566]",0.0149,
9640,0,49.89%,89.18%,0,"[0.9999597072601318, 4.0293663914781064e-05]",0,
9641,0,49.89%,89.18%,0,"[0.9999727010726929, 2.7311903977533802e-05]",0,
9642,0,49.88%,89.18%,0.0001,"[0.9999405145645142, 5.943714495515451e-05]",0.0001,
9643,0,49.88%,89.18%,0,"[0.9999715089797974, 2.849516022251919e-05]",0,
9644,1,49.88%,89.19%,0.0351,"[0.04538796842098236, 0.9546120166778564]",0.0351,
9645,0,49.88%,89.19%,0,"[0.999964714050293, 3.52816132362932e-05]",0,
9646,1,49.88%,89.19%,0.0223,"[0.03494860976934433, 0.9650514125823975]",0.0223,
9647,1,49.89%,89.19%,0.0635,"[0.12495681643486023, 0.8750431537628174]",0.0635,
9648,0,49.88%,89.19%,0,"[0.9999643564224243, 3.5602697607828304e-05]",0,
9649,0,49.88%,89.19%,0,"[0.9999773502349854, 2.2607708160649054e-05]",0,
9650,1,49.88%,89.19%,0.0462,"[0.032204531133174896, 0.9677954316139221]",0.0462,
9651,1,49.89%,89.19%,0.0797,"[0.049321845173835754, 0.9506781101226807]",0.0797,
9652,0,49.88%,89.20%,0.0191,"[0.9895575642585754, 0.01044248417019844]",0.0191,
